advertising_spend,footfall,discount_percent,is_anomaly
67777.46657190769,699.7568365156556,5.655907016224807,0
41076.94125424923,943.7169443050188,23.856967757481286,0
118258.52245252275,2502.0704774894816,28.81878856886498,1
121539.36894214545,2440.8883950088716,21.655089967008404,1
60132.62228582384,1007.6146123207562,27.53579989877202,0
50137.11266672791,937.7849351875345,29.525557948439992,0
65947.52708524387,976.6399752630332,10.561520227177146,0
60281.527790798325,1049.0868440493566,19.146706587790106,0
60101.840802680745,1135.6991239317515,14.217982129142339,0
56649.39801588912,780.0633096927361,29.598862405896902,0
77931.83720415302,770.8507208233202,2.8142347202317475,0
47538.05973360747,1243.0294273885565,12.371247428916739,0
25957.73249520183,909.2858881149593,26.266171335817084,0
69251.05233820569,688.2947396286877,8.521539315795463,0
44507.606828518095,1097.638796064283,23.63378551916618,0
51294.5653321164,1101.941357327191,11.48349488340767,0
65714.60821832632,663.2426434035247,29.399356196704748,0
30772.885507292896,1050.4859774019933,26.505895092711224,0
34980.23343072632,1161.8282803342422,9.03961072987846,0
30784.664754573754,1082.3650193753779,23.105793406135653,0
40470.364519694915,1139.0359264275069,10.10569631499806,0
55275.63927220392,691.0607984200352,18.190885206466053,0
56290.25411375325,1072.828834099163,19.75442305179876,0
129404.05261207024,2403.5925046192096,24.887862272571148,1
33046.8093932916,893.7861650805781,0.7335252264604464,0
22278.758760408273,1191.5222340723399,6.60473673456899,0
50652.24302468459,1325.4403923483305,21.35753431765736,0
44338.68759633997,1394.7614120120788,16.90569710908612,0
55512.629260599344,1289.2577317312991,14.868152346034293,0
58423.44351465524,975.8584800413596,1.6562987012394137,0
51658.89718470418,1077.5984358657954,10.448276503843687,0
59121.59702451024,1168.7010317925335,25.95300695731945,0
52750.53648938082,1026.6591488458816,0.9267851110809655,0
56360.7764672176,1028.7681213405397,11.893087060944364,0
41543.92084556141,1181.22568901276,28.35444863012318,0
47844.663034022495,986.957817874295,1.5264220363504388,0
52361.31315988349,839.5568739977945,22.491172531339103,0
59846.34170500902,908.8159255161111,7.728378485461094,0
45275.10593330514,1139.4602831014233,25.998264964610172,0
56254.00706878535,1000.6585240639903,22.38203936878095,0
46809.93449701545,1074.8461949110342,26.571155125750884,0
48589.49399206244,1147.4174332844818,6.47774371293798,0
59954.228504288876,917.5348781625258,15.938782644558149,0
26083.275547350127,1166.3745959985574,23.378098307244024,0
34442.33206310287,1083.3453727608467,7.370992289849429,0
32213.77523068615,728.3411208794747,6.922389158016509,0
21996.606561820343,1317.3070540609738,0.8154640049275508,0
41860.826718137876,889.8361563734784,28.75545881926357,0
58993.206796732884,635.8790244992596,21.3005064016387,0
46581.391203409104,770.0903838910135,19.066810620305546,0
52373.48098330222,775.3700646507691,22.319841680849727,0
63070.60996052951,1011.4781301046573,15.94838756086318,0
65932.2335872123,939.7528887798278,14.28401463271231,0
49170.344783286324,925.8969671190696,13.485967233705626,0
66243.03067483277,1136.3344324061454,19.213176363109238,0
51105.51990120931,1074.7725794623948,6.046049261771495,0
39951.221314070455,1069.530531541743,26.64176085044609,0
42867.195773615174,1090.1622606123124,24.352571136577954,0
32233.561849219805,1135.5496269604923,10.486908343561016,0
39342.39375519617,536.2502648089626,17.35827890437573,0
45703.79974310685,919.8235845018186,4.230818998500439,0
59643.02023254322,520.3537858123157,29.170387438007943,0
70649.23797399181,1007.933183895515,27.086780628908507,0
33413.821815475516,998.9807461106441,27.65692519497601,0
54713.92961911903,1230.0171004537297,9.964891431103549,0
37513.472730109585,1261.2795663986467,5.074041221485672,0
55696.36506155843,1044.6105106155208,6.35316490398931,0
48426.96019174728,889.9205629726821,2.700041731352696,0
28029.130089829636,1106.7354447600624,3.6033189030415302,0
61139.56389882181,883.858119788651,2.139136025545362,0
42739.99144629523,999.6936166824632,29.694692076146204,0
43593.197139517346,1216.949989731369,2.2217305010722077,0
37162.97106452372,877.2903038823268,3.976262428542409,0
42148.60067974933,1177.2493006333502,24.817637867722095,0
55134.68528833901,1149.0283011123065,17.407206502288293,0
47729.067908763136,789.9458002312192,23.232516137079973,0
53943.94402738977,1214.2567082078283,18.927360233179648,0
54343.062247146125,1153.684595981731,26.46525210986844,0
65847.939866338,1022.4236952219846,19.154025832942217,0
45886.56618962745,832.2888392339165,15.663752787094527,0
32277.706197851217,810.9746759133745,21.38249081283899,0
62806.668998863795,881.7142330813351,13.421782553763284,0
46022.141934832944,1119.3707819242313,10.381914687142041,0
63375.10933492852,789.7624631716924,14.029573573506374,0
54600.52535818965,1096.2526946963715,5.0914231529568195,0
48426.34963755986,726.8137836467536,23.897151894080743,0
54185.310728555545,955.1049114234532,7.821113440078339,0
73412.15072151559,1024.1225060062818,4.6059463901114235,0
74923.76634864503,1537.9286319129617,7.390567253496804,0
50832.57362159334,696.9905557855192,25.26210455316719,0
51922.2871198049,1323.8432046278294,9.90603886793194,0
62914.881889596625,1032.9653310772017,20.581496085177005,0
39852.06760679183,1090.4578219635118,25.69228891967218,0
53996.84447141906,1026.036540945405,2.3323400077512635,0
